식별번호,성별,나이,우편번호,가입기간,대출건수,문의건수,보유계좌수,연체금액,대출금액,예금잔액,적금잔액
97811068,2,54,58227,14,3,5,6,0,33,20,30
69520030,1,57,10108,11,3,9,2,0,112,40,276
87715362,2,30,06126,9,2,6,1,0,33,53,63
98893577,2,46,08216,9,2,5,1,0,33,20,30
79753141,1,50,15239,11,4,7,2,0,49,46,187
26692324,1,73,34995,9,2,6,1,0,33,120,130
85386221,2,81,51373,11,4,7,4,211,33,95,215
41245991,2,50,12238,10,3,9,4,47,307,92,150
48267117,2,49,37197,11,4,7,2,0,33,102,209
44088782,1,56,46241,10,3,8,2,0,125,98,250
18092870,2,48,06686,10,3,9,9,101,102,29,297
51127093,2,43,07995,11,4,8,8,115,60,30,128
45876185,2,45,17418,10,3,8,1,0,259,21,75
26965197,1,42,48075,10,3,7,3,0,221,50,65
61126240,1,44,15865,11,3,5,10,0,33,20,30
77857465,2,47,31706,10,3,5,2,25,33,20,30
54252237,1,51,22318,10,3,10,2,29,112,29,197
38626270,1,35,15036,11,4,10,1,0,75,21,99
52869305,2,48,21995,10,3,8,6,71,220,26,135
87917702,1,57,39179,13,4,8,4,161,145,62,184
74127064,2,63,04312,12,5,9,1,137,61,63,87
46373581,2,49,02024,12,5,8,1,0,97,56,210
62392443,2,49,38891,12,5,9,1,0,120,37,188
64505522,1,33,15421,9,2,6,1,0,33,106,116
66309602,1,45,49226,14,7,12,1,127,180,24,213
38622872,2,42,61109,18,9,10,1,175,242,74,154
48658779,1,54,42706,11,4,10,7,0,434,27,208
94181764,1,70,34438,10,3,7,15,0,114,30,81
86810069,1,39,22382,12,5,7,3,0,420,143,191
78338130,2,33,05717,10,3,6,3,35,33,76,86
62856606,2,75,12622,11,3,10,4,47,58,32,78
70013152,1,42,11940,10,3,9,6,0,117,75,132
68123819,1,43,37338,11,4,8,2,0,77,32,89
59963649,2,58,54031,10,3,5,6,0,33,20,30
36243836,2,40,12256,10,3,9,6,0,164,35,166
13410358,2,62,11694,15,5,8,1,0,717,57,79
17788469,2,36,02582,10,3,9,3,0,208,38,126
68306963,2,49,13837,10,3,7,1,0,217,108,220
23087150,2,31,32222,9,2,8,1,0,33,24,134
39516410,1,49,56308,10,3,11,9,95,152,22,301
38643778,2,49,13992,11,4,6,2,79,33,52,62
73634814,2,51,34407,13,5,11,3,47,175,22,62
91578878,2,44,34178,11,4,7,1,0,72,53,213
20449872,2,38,21314,12,5,7,2,0,62,60,105
53948539,1,58,11932,10,3,11,6,0,68,25,147
54145688,2,29,07247,10,3,7,2,85,51,26,83
53648997,1,43,07715,12,4,10,1,43,300,43,216
19400348,2,33,15378,18,8,8,1,0,147,67,130
96135579,1,29,06126,10,3,6,1,0,33,36,46
41401873,2,46,05116,13,5,7,2,0,197,40,94
93128960,1,55,04557,15,7,9,1,0,496,57,149
30712047,2,38,30103,10,3,8,3,41,132,41,152
73317277,2,30,21040,11,4,6,1,0,33,67,77
55521189,1,33,28187,11,4,6,2,35,33,46,56
89355302,2,57,06229,15,7,8,1,0,372,69,141
16267241,2,46,34909,12,4,11,3,0,247,23,204
18779969,2,58,30043,10,3,7,1,0,33,42,202
14983456,1,47,30113,12,5,11,2,0,260,27,238
14741027,1,34,18413,10,3,9,5,0,119,26,132
13599684,2,37,34018,12,5,9,2,0,278,29,196
12760849,1,51,17587,10,3,9,8,0,58,22,168
86936004,2,51,63361,12,3,6,2,0,33,83,93
53095640,1,37,12759,9,2,8,1,0,152,42,234
72930355,2,36,54520,13,4,7,2,0,203,143,191
30478222,1,48,33495,18,10,9,1,187,136,27,206
90233395,1,38,35212,11,3,9,3,0,255,45,196
80612462,1,56,47272,10,3,8,1,0,264,88,208
93095343,1,52,10915,10,3,11,6,0,585,27,307
55730086,2,50,57164,11,3,6,1,83,33,32,42
41946236,2,64,54576,11,3,8,1,85,46,72,145
45712850,1,51,33670,13,5,7,2,0,121,90,198
21390468,1,44,56109,12,3,8,2,53,223,47,224
38684718,2,30,03722,9,2,5,1,0,33,20,30
80461998,2,65,59777,11,4,5,3,55,33,20,30
72459283,1,43,33424,12,5,11,2,0,171,27,284
42061023,2,47,05701,11,4,9,4,0,381,35,199
36085791,1,38,14093,13,6,9,1,85,427,21,210
56210523,2,30,04557,11,4,7,2,73,122,37,49
87486182,2,33,55107,13,6,9,1,41,472,41,64
79921112,1,24,03739,12,4,8,1,0,96,28,55
39774725,1,51,16704,12,4,10,2,0,180,32,309
46877534,1,44,06180,12,4,6,13,0,33,71,81
93886639,1,48,52148,11,4,11,6,0,114,64,310
30939665,1,58,34542,12,4,9,2,0,174,61,148
38065694,1,86,24717,10,3,5,6,65,33,20,30
37630204,2,53,54997,14,5,10,1,65,342,23,290
23166783,2,64,27690,11,4,7,3,0,120,131,280
17891281,1,46,52518,11,3,8,1,31,101,34,149
87410040,2,37,29149,11,4,8,3,0,87,40,66
94275545,2,59,52691,11,3,9,4,0,174,32,290
81724915,2,23,07015,9,2,5,1,0,33,20,30
30280608,2,45,54572,13,6,5,1,79,33,20,30
25880425,1,42,06180,11,4,9,2,0,282,28,259
62482471,2,43,13597,11,4,10,5,65,195,77,206
51708376,1,52,21120,13,5,8,1,67,147,27,212
67742867,1,33,13566,10,3,7,8,0,289,106,119
61091446,2,58,07410,10,3,7,1,0,162,46,77
22592224,2,61,01852,12,4,8,1,0,391,56,231
93778027,2,40,27313,12,4,7,1,145,103,32,142
73021531,2,52,57707,11,4,11,6,113,249,35,310
48435809,1,37,10413,13,5,6,1,35,33,65,75
44856888,1,51,53042,14,7,12,1,0,512,29,166
94290136,2,48,05029,13,5,8,2,0,115,26,189
85845735,2,31,56162,16,7,11,1,0,4089,26,118
10651018,1,44,22382,12,4,7,5,0,254,143,167
22984372,2,37,04997,12,5,8,1,0,194,52,193
40368188,1,44,16815,13,4,8,1,0,206,120,206
17266818,2,50,06625,12,4,10,4,0,549,77,203
37065898,1,49,02603,10,3,6,4,53,33,72,82
54138600,2,76,58807,10,3,5,2,0,33,20,30
33290188,2,34,31507,11,4,5,3,0,33,20,30
28177743,2,47,58923,13,5,6,1,0,33,141,151
34011448,1,37,07223,10,3,7,1,0,175,22,118
21184243,1,56,13595,11,3,7,1,0,495,48,140
87293381,2,33,10463,10,3,6,2,0,33,74,84
28843528,2,52,17783,12,5,6,4,0,33,199,209
94561629,1,38,63099,10,3,8,2,0,109,32,194
70965615,1,59,41457,11,4,6,3,41,33,86,96
41628973,1,29,42420,12,4,7,1,0,130,62,93
89685680,1,52,06132,10,3,10,2,0,33,56,209
54123578,2,51,15010,9,2,9,1,0,283,45,139
76249220,1,51,35264,11,4,7,1,0,33,31,78
48174208,2,56,15239,11,4,8,2,0,185,90,272
36628889,2,49,51319,12,5,9,1,49,173,40,349
84814090,2,57,06280,12,4,7,1,0,361,201,247
82636466,2,58,34966,12,4,11,2,0,95,25,314
50275647,1,30,24277,11,4,6,2,0,33,85,95
38565817,2,34,58607,22,12,13,1,0,493,41,152
40277899,2,29,08271,9,2,8,1,0,125,68,100
55497187,1,78,01395,11,4,12,1,0,44,39,105
90748981,2,39,55633,10,3,11,7,0,287,35,135
82049752,2,53,22348,13,5,12,2,0,327,28,141
38090777,1,38,12175,11,4,7,3,0,78,52,97
37219007,2,39,55518,13,5,8,2,0,206,105,237
31444216,2,34,18139,14,7,10,1,0,408,41,112
61161262,2,49,24442,10,3,7,5,61,138,175,268
48114780,2,61,51132,11,4,7,1,0,108,81,228
78702563,1,48,54379,13,6,7,2,0,222,104,124
23306725,2,64,59344,9,2,5,1,0,33,20,30
17434753,2,58,61481,13,6,8,4,161,166,119,195
91003898,1,63,41431,11,3,10,3,137,106,56,207
22857110,2,52,42955,10,3,10,6,71,238,34,335
39432515,2,27,54027,10,3,7,2,0,59,28,57
90145139,2,31,14306,12,5,7,2,67,294,43,72
37656646,2,50,33463,13,6,9,1,103,40,21,74
21613838,2,54,51174,10,3,5,4,0,33,20,30
57428254,2,69,59121,11,4,6,3,0,33,108,118
28510416,1,62,14772,12,5,8,2,0,66,33,291
65134076,2,41,42123,13,5,12,2,0,267,29,274
73412101,1,35,01401,11,4,10,3,47,39,22,150
70749321,2,32,34068,10,3,6,1,0,33,72,82
92799653,2,39,06747,12,5,8,1,0,84,62,144
49024281,2,28,04207,10,3,7,1,0,224,22,53
29523879,1,66,10523,10,3,8,23,241,63,22,132
47292626,2,54,41504,14,6,8,2,73,257,114,276
14451746,2,46,10325,11,3,6,3,0,33,252,262
41499756,2,60,59302,10,3,7,3,43,89,22,347
77431870,2,29,02751,14,5,6,2,121,33,21,31
54835560,1,34,44242,9,2,7,1,0,103,59,130
68203674,2,68,36401,11,3,5,1,0,33,20,30
40039144,2,44,15288,17,9,10,1,0,249,70,262
37954314,2,62,07250,11,4,10,2,0,286,28,147
43916199,2,64,47241,11,4,7,2,0,33,28,42
68066765,1,59,30100,10,3,7,1,0,228,21,95
29395905,1,40,07302,12,4,9,1,125,310,38,255
21302130,2,49,44700,11,3,7,2,0,71,66,115
63564696,1,28,14634,10,3,9,2,0,82,27,79
34555655,2,57,07603,14,5,7,3,0,43,171,206
18998979,1,42,10416,14,6,8,1,65,342,106,274
73009556,2,44,26484,15,7,8,1,175,61,32,217
13457253,2,33,61667,16,8,9,1,0,711,61,80
26133793,1,56,10374,10,3,8,2,0,92,75,283
70676247,1,37,57967,12,4,9,4,0,282,54,103
26049496,2,36,21561,10,3,5,5,61,33,20,30
53039928,2,56,36230,14,5,7,1,59,72,70,82
39171809,2,40,54893,11,3,7,3,0,177,62,146
93098255,2,55,39509,11,4,7,6,187,33,140,193
89704104,2,54,18133,11,4,7,3,0,214,148,213
74707654,2,38,47794,12,4,8,1,31,62,22,106
99322414,2,34,22642,10,3,8,6,0,33,22,47
90994009,2,46,36621,12,3,6,4,95,33,97,107
56679546,1,50,31172,12,4,9,2,0,394,82,217
81680386,2,59,61979,11,4,10,3,0,376,41,296
26647311,2,35,35209,11,4,7,2,35,208,64,144
37981150,2,58,42809,10,3,8,4,0,40,52,212
59913138,2,54,13595,12,4,7,4,0,60,175,226
23111010,1,32,32588,11,4,8,1,0,210,86,97
51771104,2,60,07230,9,2,7,1,0,130,234,357
28566103,2,51,31770,19,7,5,3,131,33,20,30
76356306,2,34,04541,11,4,7,4,0,33,66,119
31279353,2,31,21574,9,2,7,1,0,43,52,105
37876621,2,58,12580,10,3,5,1,25,33,20,30
35960255,1,29,31982,10,3,8,2,31,168,31,102
80848178,1,45,14542,13,5,7,2,65,138,56,309
99548421,2,36,12084,9,2,6,1,0,129,21,31
59475648,2,53,05701,11,4,8,3,0,328,40,173
62540801,1,49,04911,11,4,8,1,119,88,39,214
76943346,2,66,54951,17,9,8,1,0,158,236,362
48968610,2,34,44461,10,3,6,3,41,33,33,43
69489180,1,58,27172,11,4,8,4,67,101,64,209
65923427,1,38,03009,11,3,9,2,0,201,44,209
47662384,2,44,46729,19,11,12,1,0,336,72,226
97292198,2,40,13589,14,7,12,1,0,760,21,151
89227903,1,50,22647,11,4,9,3,0,112,88,248
12615310,2,34,04737,12,4,8,2,0,103,24,110
51229177,2,49,61041,16,6,7,1,103,132,45,327
90945826,2,44,58690,10,3,8,10,0,245,50,213
81678952,1,61,37800,10,3,8,3,37,99,70,156
30985255,2,30,06232,13,5,8,1,0,181,24,76
95457980,2,39,41068,12,4,5,1,29,33,20,30
95132929,2,56,38890,13,3,6,1,155,33,24,34
29453114,1,29,14072,12,5,8,2,0,141,72,114
77477040,2,73,28031,13,3,5,1,107,33,20,30
92227219,2,48,38146,11,4,9,1,0,190,46,280
41349149,1,29,26316,11,3,8,2,0,213,58,80
46645329,2,59,12559,12,3,6,1,0,33,87,97
42300664,2,63,37356,10,3,5,4,0,33,20,30
99145492,2,44,05005,10,3,9,3,41,231,42,244
45097706,1,65,38178,11,4,6,3,55,33,220,230
43755989,2,32,57967,9,2,8,1,0,56,25,106
62935184,2,50,18435,11,4,5,1,25,33,20,30
13924512,1,80,15069,10,3,5,5,0,33,20,30
25472488,2,59,29149,10,3,6,1,23,33,23,33
19281933,1,72,44636,10,3,6,6,0,33,107,117
15918276,1,50,04406,10,3,7,8,89,211,46,246
49924593,2,37,50529,12,4,9,1,0,203,27,54
41996082,2,49,38208,10,3,6,2,85,33,191,201
32451407,2,52,51167,11,3,7,2,37,151,40,60
46166910,2,49,13353,11,4,9,2,0,669,35,309
14351287,2,53,62279,12,4,8,1,0,144,40,293
40783186,1,46,54025,12,4,10,3,89,196,34,229
18454606,1,30,57785,11,3,7,1,0,197,22,64
14077328,2,54,13620,11,4,15,4,0,1819,37,302
30910195,2,34,06572,11,4,10,2,0,134,34,124
85327320,2,29,10923,9,2,5,1,0,33,20,30
41694166,2,56,12738,15,7,9,3,0,40,54,229
68006143,2,38,14305,12,4,7,2,0,301,34,179
75619964,2,26,17051,9,2,7,1,0,128,61,74
18545982,2,55,04321,12,4,8,2,0,145,128,295
69446119,2,51,62058,14,7,9,1,133,228,56,224
47962851,1,58,28647,10,3,6,2,0,33,72,82
72898778,1,59,28776,11,4,6,7,109,33,114,124
42456418,2,64,03080,10,3,8,2,0,152,142,280
66495209,2,58,51454,11,4,5,11,0,33,20,30
67469891,2,36,07651,15,8,8,1,0,544,26,115
90459353,1,29,13991,10,3,7,2,31,91,30,106
12646349,1,46,39291,10,3,8,10,0,169,36,131
12111263,1,46,14598,12,5,14,1,0,279,59,319
58723523,1,71,53050,10,3,9,4,0,33,135,213
49273332,1,51,14995,14,6,9,3,0,235,23,72
12556868,1,58,42818,10,3,9,2,31,144,82,222
52549377,1,58,44710,10,3,14,2,29,194,48,212
14137924,1,53,31514,10,3,7,2,31,173,56,237
38807736,2,79,36921,10,3,5,8,0,33,20,30
54101806,2,68,55517,13,5,7,2,0,63,117,182
18161215,2,56,08334,9,2,6,1,0,33,332,342
75420976,1,45,22735,13,6,11,1,29,242,24,144
87814924,1,53,17052,11,4,10,2,43,265,47,280
38874305,1,36,25921,10,3,5,2,0,33,20,30
65657507,2,35,02540,12,5,7,1,61,68,133,145
12141860,2,59,44452,14,6,10,3,113,132,57,208
81602977,2,62,21547,11,4,8,3,0,234,62,125
63560026,2,37,02584,11,4,5,3,79,33,20,30
45188046,2,51,07552,10,3,8,1,0,192,24,274
19244231,1,30,16424,10,3,7,2,0,123,61,74
52552738,2,55,63532,14,5,7,1,49,126,125,184
87760131,2,69,51194,12,3,7,8,0,172,71,166
92205941,2,36,61616,12,4,8,1,0,124,22,185
52491742,2,52,25365,18,5,7,2,0,33,81,98
95306282,2,41,31162,11,3,7,2,55,305,133,204
20163483,2,35,31097,10,3,9,1,0,142,31,89
61774799,1,28,21453,10,3,6,3,37,33,68,78
47123214,2,51,21945,14,6,8,1,0,124,52,76
72491591,2,42,36174,11,4,8,2,0,219,69,199
61630996,2,46,12757,11,4,7,2,0,110,39,56
73896031,2,40,26131,12,5,11,1,67,194,55,183
93155169,1,39,03116,12,5,7,1,49,33,21,31
74462981,1,37,61901,10,3,11,7,0,831,23,159
98612926,2,47,17592,13,5,8,5,0,413,24,176
90697571,2,33,48079,11,3,5,3,0,33,20,30
37631135,2,68,46525,16,7,8,4,169,101,106,370
73926886,1,32,10108,13,6,7,1,0,44,23,65
60960528,1,54,48477,10,3,5,9,0,33,20,30
71820311,1,31,37925,10,3,8,1,0,132,23,51
84652313,1,55,22739,10,3,7,4,0,82,26,207
79485990,2,36,10375,19,8,9,1,0,242,32,129
62228574,1,40,21034,13,3,9,1,0,78,55,199
54727574,2,48,58807,11,4,9,4,0,446,39,82
82717184,2,49,16304,13,5,11,2,71,518,25,190
77547623,1,45,41909,10,3,6,9,0,33,236,246
76266592,2,46,06596,11,3,7,4,0,442,34,77
74990801,2,55,47864,11,4,8,2,0,131,23,283
46664343,1,56,25538,10,3,8,5,0,191,21,355
36266427,2,30,63032,12,4,7,1,0,289,30,40
84598399,2,64,10826,10,3,6,6,0,33,173,183
32120935,1,49,06965,16,7,9,2,0,109,33,225
11738222,2,58,61727,12,4,5,5,0,33,20,30
53874962,2,53,06568,10,3,7,3,0,115,23,329
10679763,2,54,27220,10,3,6,2,31,33,49,59
22073937,1,62,63331,12,4,7,1,0,47,48,89
12609273,1,48,22371,10,3,7,4,0,33,40,128
44050534,2,65,56109,11,4,8,2,0,131,41,52
69179119,2,74,59564,10,3,5,19,0,33,20,30
98746739,2,42,14236,9,2,5,1,0,33,20,30
62858447,2,50,41933,10,3,6,2,0,33,233,243
37862794,2,50,42979,14,6,5,2,95,33,20,30
20552441,2,78,30004,12,4,5,2,79,33,20,30
80048761,1,73,04997,11,4,8,10,0,153,48,382
83923687,2,50,41083,12,5,13,4,0,472,21,277
53751056,2,45,31982,12,5,6,2,0,33,45,55
19414622,2,53,28783,13,5,13,4,89,210,49,346
89093635,2,45,10463,15,7,8,1,0,81,28,198
66175872,1,47,02751,12,4,7,1,0,238,119,232
59694898,2,27,15378,9,2,5,1,0,33,20,30
85994394,1,59,17363,10,3,7,3,43,73,40,89
95246855,2,36,15865,11,4,9,1,0,117,39,119
61133192,1,39,06568,10,3,9,5,0,117,32,111
36561600,1,34,48790,9,2,6,1,0,33,33,43
39336323,1,28,13494,14,5,9,1,53,576,30,76
64949349,2,50,34692,14,7,8,1,71,384,41,82
72496972,2,66,04534,12,5,5,14,0,33,20,30
60821982,2,68,14912,11,3,8,3,0,56,26,227
45728204,2,36,63123,10,3,8,1,0,40,26,89
15330103,1,57,06232,10,3,8,2,0,296,142,382
77277579,2,37,22322,14,6,8,1,53,152,53,79
43142292,2,45,22322,12,4,7,2,43,223,88,157
98171206,1,36,03736,10,3,7,7,0,239,73,131
70099106,2,41,13217,12,4,8,1,0,159,21,202
88672271,1,38,02611,14,6,10,1,0,1933,56,212
21107777,2,39,44690,12,5,11,2,37,71,31,207
29156673,2,41,30024,11,4,7,4,0,91,67,96
24814120,2,38,44979,11,4,6,2,41,33,147,157
99765265,1,44,06242,11,3,6,8,0,33,144,154
32871056,1,51,42947,12,5,11,1,43,673,23,200
25288143,1,39,31771,9,2,8,1,0,44,22,117
42146577,1,48,15507,9,2,11,1,0,798,31,216
11099131,1,36,25725,11,3,9,2,0,782,30,192
60132397,2,44,17559,11,3,11,5,0,124,32,123
48982266,2,47,08000,13,6,9,2,0,218,41,166
86823079,2,59,10341,14,5,9,2,0,464,30,134
37719835,1,36,34019,12,5,6,3,55,33,140,150
11444565,1,51,01699,14,7,9,2,175,282,61,322
38778898,1,61,08093,13,4,10,1,0,84,41,123
56905778,1,55,04930,11,4,10,2,109,482,25,242
64824956,2,40,25539,12,5,8,2,0,222,150,188
93037527,2,56,08629,10,3,10,10,0,148,56,293
43307439,1,45,42111,11,4,9,1,47,308,25,198
26877747,2,44,50920,13,5,8,2,0,279,68,252
61736493,1,43,58430,18,5,8,2,0,194,28,141
62659766,1,42,15239,10,3,8,1,0,153,24,212
62451532,2,34,10845,11,4,7,2,43,144,26,127
50901105,2,42,42728,9,2,5,1,0,33,20,30
33206133,1,63,52353,10,3,6,1,0,33,47,57
12722580,2,52,06578,10,3,10,2,0,172,47,205
50630293,1,58,38412,13,5,7,1,65,33,53,121
27596845,2,30,36701,12,5,5,5,109,33,20,30
75881527,1,44,17369,9,2,6,1,0,33,127,137
41884684,2,30,38154,11,4,6,1,103,33,46,56
64124796,1,59,44695,9,2,7,1,0,33,45,167
52963130,1,34,05554,12,5,7,1,41,75,53,73
52197818,2,53,10401,12,5,9,3,0,42,24,98
83302378,2,58,63334,12,4,8,1,85,215,106,245
38492683,2,44,16334,10,3,10,2,31,391,57,214
95170364,2,64,06212,9,2,6,1,0,33,292,302
77062474,2,51,12721,13,6,5,2,79,33,20,30
90525106,1,41,41593,17,8,11,1,65,589,79,244
17543242,2,45,48513,11,4,10,2,37,347,47,235
85676189,1,66,11926,11,4,6,11,0,33,255,265
66404847,2,62,10287,11,3,5,7,0,33,20,30
27992730,2,60,07217,11,4,7,2,0,232,81,228
16323843,2,49,25235,11,4,7,6,127,33,47,157
93920248,1,54,33672,11,4,7,11,0,595,159,342
36284190,1,49,44209,9,2,5,1,0,33,20,30
17089526,1,43,51176,15,8,8,1,0,203,175,255
81685268,2,31,59037,9,2,8,1,0,89,56,83
32833746,2,46,31733,13,3,9,1,0,87,66,97
12220065,2,75,48747,12,4,6,2,0,33,78,88
85612039,2,35,13523,11,4,9,1,0,471,24,94
35880009,1,49,44507,12,4,6,1,0,33,84,94
66043820,1,41,25457,11,3,9,3,0,236,22,179
61184724,1,65,50358,10,3,7,2,0,123,58,206
45787939,2,47,11444,15,7,9,1,0,193,22,215
45891829,1,49,04533,10,3,9,1,0,132,22,62
59575294,2,39,06092,12,5,8,1,83,341,48,163
15479978,1,41,37710,12,3,8,1,29,110,25,280
40081139,2,66,31981,12,4,6,2,0,33,181,191
54905390,2,35,04534,11,4,5,1,31,33,20,30
66712675,2,43,48515,11,3,14,5,71,452,21,198
49193306,2,35,38367,13,5,8,1,0,93,66,83
94314068,1,66,13600,9,2,7,1,0,33,38,197
60155084,2,53,17757,9,2,7,1,0,156,140,353
82415639,2,73,13148,12,4,7,1,179,33,198,265
99196648,2,53,41518,12,5,11,2,0,354,77,251
49965875,1,32,13566,15,7,10,2,89,184,67,113
33489820,2,37,05667,9,2,6,1,0,82,72,82
71200232,1,51,07039,9,2,9,1,0,281,29,221
36248711,1,51,33449,10,3,9,4,0,364,50,140
84614950,2,69,38911,13,4,6,1,0,33,65,75
29783991,2,63,36096,11,4,6,4,0,33,167,177
75874369,2,46,13506,10,3,11,2,0,365,44,133
97268985,2,47,17027,11,4,7,1,0,119,55,73
18912946,2,53,59329,10,3,10,4,0,49,50,119
86203137,2,45,10414,13,5,9,1,0,724,99,252
14859302,1,39,42718,13,5,7,1,0,38,52,128
33475101,2,51,36325,12,4,7,1,0,184,104,212
10615491,1,37,13207,11,3,9,1,0,385,22,128
50630392,1,89,52066,10,3,5,5,0,33,20,30
48007898,2,75,10098,11,3,6,5,191,33,83,93
44932655,2,52,33154,10,3,9,3,37,392,21,83
79807502,2,51,15827,10,3,6,19,0,33,305,315
27719738,2,35,13618,12,5,12,1,0,250,22,158
95184234,2,76,54501,11,3,5,1,0,33,20,30
61475571,2,36,57044,11,3,7,1,0,85,35,93
13766071,1,44,46525,12,4,6,3,0,33,44,54
87551304,2,40,41590,14,6,6,2,0,33,184,194
71703172,1,52,18138,10,3,7,3,35,244,173,254
58997767,2,50,49303,10,3,7,4,0,37,72,92
11328998,1,43,41145,10,3,8,2,0,147,73,219
81680905,1,39,21449,13,6,6,5,113,33,184,194
86691511,1,48,22213,13,5,8,1,0,72,99,214
66268358,1,61,59348,10,3,5,2,0,33,20,30
29114076,2,77,38157,10,3,5,2,0,33,20,30
13206624,1,51,11000,13,4,10,2,67,232,40,194
18177129,2,47,04100,13,6,7,2,0,33,192,223
33599687,1,38,04709,11,4,6,1,0,33,74,84
10328887,1,60,50460,10,3,7,6,73,65,47,211
27300433,2,49,17061,10,3,9,5,59,410,61,237
97196094,1,50,13484,15,6,9,1,0,164,24,250
76076999,2,61,12758,12,5,9,4,0,124,21,241
59224387,1,63,42952,10,3,7,1,23,66,46,103
58905077,1,47,50629,12,5,9,1,0,262,100,135
22003181,2,31,31146,10,3,9,5,0,296,30,106
53883918,1,41,44021,12,5,7,1,0,210,49,60
47130440,2,72,05329,11,4,9,1,0,127,53,202
66084662,1,40,42713,19,11,14,2,0,191,72,260
43832748,2,54,21594,12,4,7,4,0,122,67,118
66970617,2,65,56180,11,4,10,1,0,138,21,212
90170209,1,61,44703,13,5,13,1,0,140,66,148
10052608,2,47,15036,18,11,12,1,0,208,34,236
45351146,2,64,27315,10,3,9,1,0,262,34,206
43313575,1,64,14670,10,3,8,6,71,345,174,270
94844342,1,44,12014,11,3,10,1,0,555,24,295
42280183,2,49,28479,16,6,10,1,0,421,75,331
52062377,2,69,27173,10,3,7,1,0,86,54,112
27719232,1,47,02633,11,4,7,3,0,185,29,64
89621776,2,50,04534,11,4,5,10,0,33,20,30
67077060,1,87,26203,10,3,5,4,0,33,20,30
85366702,1,45,16488,17,7,8,2,0,100,86,191
26048584,2,47,53016,12,4,8,1,0,524,109,281
95714253,1,36,51424,10,3,8,1,23,53,90,142
84641157,2,59,18435,11,4,12,6,0,146,48,226
56507661,2,65,35426,11,3,5,1,0,33,20,30
43394249,2,59,16624,10,3,7,7,0,73,145,187
49467105,1,56,11788,10,3,8,3,37,43,32,270
56793684,2,53,46541,10,3,8,3,0,148,146,302
24589837,2,49,54103,16,7,11,1,77,369,59,297
51686249,2,52,21323,14,6,9,2,0,248,27,281
84349986,2,38,17072,10,3,8,6,0,319,30,97
32291957,1,44,07780,11,3,6,3,43,33,252,262
97189154,2,60,10497,10,3,7,2,0,88,23,213
62575066,1,46,36458,14,6,12,1,67,195,70,286
28428459,2,77,17118,10,3,5,1,0,33,20,30
38903022,2,52,36967,14,3,7,1,0,33,48,97
30420904,2,52,31491,10,3,7,5,0,222,56,186
12467098,1,47,34570,12,4,10,1,0,212,24,96
68735688,1,54,17581,12,5,7,2,0,95,124,188
51448381,1,39,13524,10,3,6,5,0,33,240,250
90954760,2,44,07997,14,6,10,2,0,359,27,121
96884022,1,58,58249,11,4,9,3,0,46,22,139
85349133,2,44,34323,10,3,8,3,35,111,88,154
83721865,1,70,27344,11,3,5,1,47,33,20,30
98647674,1,72,31123,11,4,6,1,0,33,108,118
60877804,1,52,14420,12,4,9,3,0,285,30,133
72462923,2,65,61441,15,6,8,1,121,83,117,210
16014778,2,54,34804,12,4,6,1,0,33,279,289
89646688,2,53,25538,17,7,10,2,0,220,108,312
96909885,2,24,34317,10,3,6,2,0,33,41,51
77527508,1,34,04513,11,4,11,4,0,474,23,138
75030478,2,59,14544,11,4,7,2,0,102,61,295
10656747,2,68,15875,14,4,8,1,0,236,47,98
35300978,2,39,06656,12,4,10,1,0,816,28,90
12926691,1,26,54545,11,4,5,4,97,33,20,30
46425504,2,41,06631,12,5,6,4,0,33,70,80
96335967,2,74,50467,12,3,5,2,73,33,20,30
16135845,1,41,17027,11,4,12,1,43,78,30,61
73949900,2,45,18435,11,4,9,1,0,468,86,262
85869931,2,44,26471,12,4,8,2,77,148,44,203
84907178,2,59,07015,13,4,9,2,0,507,50,404
51880255,2,53,42259,14,6,10,3,0,252,98,215
22069732,2,51,47730,16,7,14,1,0,267,24,277
44537692,2,33,34995,13,6,7,3,0,33,112,127
54564041,1,74,24874,10,3,5,1,0,33,20,30
97074429,2,48,36325,16,8,11,1,0,131,22,210
32686271,1,80,12927,11,3,6,3,61,33,123,133
78984444,1,32,06730,10,3,7,6,0,705,26,118
39251551,2,43,49419,12,4,6,1,0,33,64,74
43066554,1,46,12758,17,8,12,1,0,363,23,226
40218264,1,38,04207,10,3,8,2,29,253,99,202
96850257,2,70,08334,11,4,7,3,0,33,93,149
56013207,2,42,39590,14,4,9,1,0,93,47,246
79221960,2,47,63292,12,4,5,1,65,33,20,30
42670006,2,41,16026,12,5,7,1,0,221,30,130
56433736,2,39,12927,18,9,9,1,0,338,33,206
23078047,1,39,38048,11,4,5,3,0,33,20,30
52169996,2,55,02073,10,3,8,6,73,106,44,292
10951407,2,45,50901,10,3,9,12,133,111,28,247
15414042,1,40,57971,12,4,10,1,0,198,24,182
40819227,2,27,24353,14,6,6,1,37,33,33,43
33181021,2,68,32517,11,3,6,3,67,33,164,174
74393843,1,48,41147,11,4,9,3,0,33,42,211
34411619,2,39,12758,12,5,9,2,0,362,34,132
68780598,1,50,10414,16,8,10,2,85,1973,80,254
43338473,2,69,44965,12,3,7,1,0,110,72,221
70421211,1,39,28510,18,9,9,1,0,203,121,244
68176135,2,48,04538,13,5,10,2,77,99,22,277
41653649,2,51,57915,13,4,8,2,0,95,172,338
